User,CompanyUrl,Company,Title,EmploymentType,From,To,Duration,Location,title_tag
asmaa-ramadan,https://www.linkedin.com/company/1217/,Vodafone,software test engineer (germany account),Full-time,Jan 2018,Sep 2020,33.0,"Cairo Governorate, Egypt",QA
asmaa-ramadan,https://www.linkedin.com/company/12661569/,Reachnetwork,software testing engineer - part time (remotely),Part-time,Jul 2019,Sep 2019,3.0,,QA
asmaa-ramadan,https://www.linkedin.com/company/835608/,Bright Creations,software quality engineer,,Feb 2017,Jan 2018,12.0,"Cairo Governorate, Egypt",IT
asmaa-ramadan,https://www.linkedin.com/company/1035/,Microsoft,internship,,Feb 2015,Aug 2015,7.0,Egypt,internship
asmaa-salem-a11741124,https://www.linkedin.com/company/11254926/,Tactful AI,frontend engineer,Full-time,Jan 2023,Present,4.0,"Cairo, Egypt",front-end
asmaa-salem-a11741124,UNKNOWN,Egy-IT,web developer,Part-time,Mar 2021,Jan 2023,23.0,,full-stack
asmaa-salem-a11741124,https://www.linkedin.com/company/4827017/,Upwork,frontend developer | react,Freelance,Mar 2021,Dec 2022,22.0,,front-end
asmaa-salem-a11741124,https://www.linkedin.com/company/333335/,Alkan CIT,system engineer,Full-time,Dec 2018,Dec 2020,25.0,"Maadi, Cairo, Egypt",
asmaa-salem-a11741124,https://www.linkedin.com/company/5224654/,Engineeius,freelance instructor,Part-time,Oct 2018,May 2020,20.0,Egypt,teaching
asmmo,https://www.linkedin.com/company/86851452/,Luxoft Egypt,software developer,Full-time,Apr 2022,Present,13.0,"Cairo, Egypt · Remote",software
asmmo,https://www.linkedin.com/company/18063211/,Kiwi Systems,rust developer,Freelance,Oct 2021,Apr 2022,7.0,New Zealand · Remote,software
asmmo,UNKNOWN,VA Computing Egypt,c++/rust software developer,Full-time,Oct 2020,Feb 2022,17.0,"Cairo, Egypt · Hybrid",software
asmmo,https://www.linkedin.com/company/1562379/,Slader,content contributor,Contract,Jun 2018,Nov 2021,42.0,"New York, United States · Remote",
asmmo,UNKNOWN,Pai labs,artificial neural network programmer,,Jul 2017,Dec 2017,6.0,"Cairo Governorate, Egypt · Remote",IT
assem-salama-913a0a180,https://www.linkedin.com/company/9315800/,Brightskies,backend engineer,Full-time,Jan 2023,Present,4.0,"Alexandria, Egypt",back-end
assem-salama-913a0a180,https://www.linkedin.com/company/167822/,_VOIS,international account advisor,Part-time,Jan 2022,Jan 2023,13.0,"Alexandria, Egypt",internship
assem-salama-913a0a180,UNKNOWN,Encopedia Solutions,mobile application developer,Full-time,Mar 2021,Sep 2021,7.0,"Alexandria, Egypt",mobile
assem-salama-913a0a180,UNKNOWN,Encopedia Solutions,software engineering intern,Internship,Jul 2020,Oct 2020,4.0,"Alexandria, Egypt",software
assem-salama-913a0a180,https://www.linkedin.com/company/18034135/,The Talent Tier,frontend engineer intern,,Jun 2019,Sep 2019,4.0,"Cairo Governorate, Egypt",front-end
atefgad,https://www.linkedin.com/company/1256222/,Freelance (Self employed),front end developer,Freelance,May 2021,Present,24.0,"Cairo, Egypt · Remote",front-end
aya-ahmed-aab471256,UNKNOWN,Busnaa,frontend web developer,Part-time,Oct 2022,Present,7.0,,front-end
aya-ali-78bba91a2,https://www.linkedin.com/company/3014/,Huawei,autin engineer,Full-time,Sep 2022,Present,8.0,,
aya-ali-78bba91a2,https://www.linkedin.com/company/14779833/,طيبة لينك,frontend developer,,Dec 2021,Sep 2022,10.0,,front-end
aya-el-ashry,https://www.linkedin.com/company/71273635/,Siemens EDA (Siemens Digital Industries Software),embedded software development engineer,Full-time,Dec 2021,Present,17.0,"Cairo, Egypt",Embedded
aya-el-ashry,https://www.linkedin.com/company/71273635/,Siemens EDA (Siemens Digital Industries Software),product engineer intern,Internship,Jan 2021,Sep 2021,9.0,"New Cairo, Cairo, Egypt",internship
aya-el-ashry,https://www.linkedin.com/company/1043/,Siemens,smart infrastructure intern,Internship,Aug 2020,Sep 2020,2.0,Egypt,internship
aya-el-ashry,https://www.linkedin.com/company/3014/,Huawei,cloud computing trainee,Internship,Aug 2020,,1.0,,devops
aya-el-ashry,https://www.linkedin.com/company/2697/,Mentor Graphics,software engineering trainee,,Jun 2019,Aug 2019,3.0,,software
aya-hussein-19a359134,https://www.linkedin.com/company/9370382/,Make IT Simple,software engineer,Full-time,Aug 2022,Present,9.0,,software
aya-hussein-19a359134,https://www.linkedin.com/company/1217/,Vodafone,software engineer,Full-time,Sep 2021,Aug 2022,12.0,,software
aya-hussein-19a359134,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),trainee,,Oct 2020,Jun 2021,9.0,,internship
aya-hussein-19a359134,https://www.linkedin.com/company/221378/,eSpace,intern,Internship,Sep 2020,Oct 2020,2.0,,internship
aya-hussein-19a359134,https://www.linkedin.com/company/1369980/,TIEC,trainee,,Jul 2017,,1.0,New Borg El Arab City,internship
aya-magdy13892,https://www.linkedin.com/company/11254926/,Tactful AI,technical product owner,Full-time,Mar 2023,Present,2.0,"Cairo, Egypt · Hybrid",
aya-magdy13892,https://www.linkedin.com/company/17895012/,Swvl,sr. product manager | network-development-planning | automations,,Aug 2022,Dec 2022,5.0,World Wide · Hybrid,Lead
aya-magdy13892,https://www.linkedin.com/company/17895012/,Swvl,sr. technical project manager | product strategy managing | global growth and expansion,,Sep 2021,Jul 2022,11.0,World Wide · Hybrid,Lead
aya-magdy13892,https://www.linkedin.com/company/17895012/,Swvl,sr. product owner | b2b technical-operational strategy managing,,Mar 2020,Aug 2021,18.0,"Cairo, Egypt · Hybrid",
aya-magdy13892,https://www.linkedin.com/company/5213316/,Money Fellows,"sr. consult | business operations | business growth | compliance | product management - b2b,b2c",Freelance,Jan 2020,Jan 2021,13.0,"Cairo, Egypt · Hybrid",
aya-magdy13892,https://www.linkedin.com/company/17895012/,Swvl,crisis management | reporting | customer support - sr. specialist,Full-time,Dec 2018,May 2019,6.0,Maadi,
aya-magdy13892,https://www.linkedin.com/company/5100658/,Otlob,lead - email &amp; chat team,,Dec 2017,Nov 2018,12.0,,Lead
aya-magdy13892,https://www.linkedin.com/company/5100658/,Otlob,sr. specialist - customer support - email &amp; chat,,Jun 2016,Nov 2017,18.0,,
ayaelsayed,https://www.linkedin.com/company/10404112/,G2K Group,full stack technical lead,Full-time,Dec 2021,Present,17.0,"Cairo, Egypt",full-stack
ayaelsayed,https://www.linkedin.com/company/18504299/,ICT cube,software engineer at ict cube (acting as technical lead),Full-time,Apr 2020,Nov 2021,20.0,"Cairo, Egypt",Lead
ayaelsayed,https://www.linkedin.com/company/313169/,Khatib &amp; Alami,lead solutions and products developer (gis),,Mar 2019,Mar 2020,13.0,Egypt,Lead
ayaelsayed,https://www.linkedin.com/company/21370/,International Turnkey Systems - ITS,senior software developer (acting as l1 development support team lead),,Jan 2018,Feb 2019,14.0,"Freezone , Nasr City",Lead
ayaelsayed,https://www.linkedin.com/company/10518011/,RDI (The Engineering Company for Digital Systems Development),senior dotnet developer,,Jan 2016,Jan 2018,25.0,Dokki,software
ayah-elmaghraby,https://www.linkedin.com/company/28423178/,Siemens Digital Industries Software,software engineering lead,,Jan 2022,Present,16.0,,Lead
ayah-elmaghraby,https://www.linkedin.com/company/28423178/,Siemens Digital Industries Software,team lead,,Jan 2020,Jan 2022,25.0,"Cairo, Egypt",Lead
ayah-elmaghraby,https://www.linkedin.com/company/2697/,Mentor Graphics,senior software developer,,Aug 2017,Jan 2020,30.0,"Cairo Governorate, Egypt",software
ayah-elmaghraby,https://www.linkedin.com/company/2697/,Mentor Graphics,software development engineer,,May 2012,Aug 2017,64.0,Egypt,software
ayah-elmaghraby,https://www.linkedin.com/company/2697/,Mentor Graphics,verification engineer,,Mar 2012,May 2012,3.0,,Embedded
ayatoullah-ramzy,https://www.linkedin.com/company/1035/,Microsoft,frontend engineer,Full-time,Jul 2022,Present,10.0,"Cairo, Egypt",front-end
ayatoullah-ramzy,https://www.linkedin.com/company/33754/,Netways,senior frontend developer,Full-time,Nov 2021,Jun 2022,8.0,"Cairo, Cairo, Egypt",front-end
ayatoullah-ramzy,https://www.linkedin.com/company/16198010/,DXC Technology,senior frontend developer,Full-time,Dec 2019,Jun 2021,19.0,Egypt,front-end
ayatoullah-ramzy,https://www.linkedin.com/company/27152890/,Grand Technology,junior frontend developer,Full-time,Jan 2019,Dec 2019,12.0,Egypt,front-end
ayman-aladdin-1012,https://www.linkedin.com/company/17951779/,Breadfast,senior software engineer,Full-time,Dec 2021,Present,17.0,"Cairo, Egypt",software
ayman-aladdin-1012,https://www.linkedin.com/company/6410116/,Trufla Technology,senior software developer,Full-time,Feb 2018,Dec 2021,47.0,"Cairo Governorate, Egypt",software
ayman-aladdin-1012,UNKNOWN,Skills Center EG,graphic designer - computer science instructor,,Apr 2017,Jan 2018,10.0,"Damietta Governorate, Egypt",teaching
ayman-el-ghotni-1245111a7,https://www.linkedin.com/company/9315800/,Brightskies,hpc software engineer,Full-time,Jul 2022,Present,10.0,,software
ayman-el-ghotni-1245111a7,https://www.linkedin.com/company/9315800/,Brightskies,intern hpc software engineer,,Mar 2022,Jul 2022,5.0,,software
ayman-el-ghotni-1245111a7,https://www.linkedin.com/company/74377691/,City of Scientific Research and Technological Applications SRTA-City,research assistant,Part-time,Aug 2021,Jul 2022,12.0,"Alexandria, Egypt",teaching
ayman-el-ghotni-1245111a7,https://www.linkedin.com/company/2049284/,Alexandria University,student,Full-time,Sep 2017,Jul 2022,59.0,"Alexandria, Egypt",student
azizmousa,https://www.linkedin.com/company/9309656/,Private Identity,machine learning engineer,Full-time,Jan 2022,Present,16.0,United States,AI
azizmousa,https://www.linkedin.com/company/4827017/,Upwork,machine learning engineer,Freelance,Nov 2021,Present,18.0,,AI
azizmousa,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),artificial intelligence intern,Full-time,Apr 2021,Jan 2022,10.0,"Cairo, Egypt",AI
azizmousa,https://www.linkedin.com/company/18823914/,Freelancer,machine learning engineer,,Sep 2020,Jan 2021,5.0,,AI
azizmousa,UNKNOWN,Self employed,android developer,,Sep 2017,Sep 2020,37.0,,mobile
badr-mohamed-2a307321b,https://www.linkedin.com/company/2669/,Valeo,embedded software engineer,Full-time,Nov 2022,Present,6.0,"Cairo, Egypt",Embedded
bahaa-el-deen-b71902156,https://www.linkedin.com/company/71273635/,"Siemens EDA
                                                                                (Siemens Digital Industries
                                                                                Software)",software engineer,Full-time,Aug 2022,Present,9.0,Egypt,software
bahaa-el-deen-b71902156,https://www.linkedin.com/company/71273635/,"Siemens EDA
                                                                                (Siemens Digital Industries
                                                                                Software)",software engineer intern,Internship,Oct 2021,Aug 2022,11.0,"Cairo, Egypt",software
bahaa-el-deen-b71902156,https://www.linkedin.com/company/4827017/,Upwork,freelance software engineer (upwork),Freelance,Oct 2020,Aug 2022,23.0,,software
bahaa-el-deen-b71902156,https://www.linkedin.com/company/3610041/,Incorta,software engineer intern,Internship,Jul 2021,Sep 2021,3.0,"Cairo, Egypt",software
bahaa-el-deen-b71902156,https://www.linkedin.com/company/10390462/,Easykash,mean stack developer,Internship,Jul 2020,Aug 2020,2.0,Egypt,full-stack
barmge,https://www.linkedin.com/company/4827017/,Upwork,android developer,Freelance,Oct 2020,Present,31.0,"Cairo, Egypt",mobile
barmge,UNKNOWN,Mobile reparing store,mobile reparing technical,Full-time,Nov 2020,Sep 2021,11.0,"Kafr ash Shaykh, Egypt",mobile
baselrabia,https://www.linkedin.com/company/6410116/,Trufla Technology,senior software engineer | php - laravel - node - typescript - js - aws,Full-time,Jun 2022,Present,11.0,"Calgary, Alberta, Canada · Hybrid",back-end
baselrabia,https://www.linkedin.com/company/5356800/,Safa Soft,backend software engineer | php - laravel - go - docker,Full-time,May 2020,Jun 2022,26.0,"Qesm El Maadi, Cairo, Egypt · On-site",back-end
baselrabia,https://www.linkedin.com/company/4827017/,Upwork,freelance web developer,,Aug 2018,Jan 2022,42.0,"London Area, United Kingdom · Remote",full-stack
baselrabia,https://www.linkedin.com/company/17905527/,ElMnassa Innovation &amp; Development LLC.,php developer,Full-time,Jun 2018,May 2020,24.0,"Cairo, Egypt · On-site",back-end
bassant-sayed-714801187,https://www.linkedin.com/company/2608095/,"Levelset, a Procore Company",devops engineer ii,,Jun 2022,Present,11.0,,devops
bassant-sayed-714801187,https://www.linkedin.com/company/2608095/,"Levelset, a Procore Company",devops advocate,,Feb 2022,Jun 2022,5.0,,devops
bassant-sayed-714801187,https://www.linkedin.com/company/1217/,Vodafone,sr. devops engineer,,Jan 2021,Feb 2022,14.0,,devops
bassant-sayed-714801187,https://www.linkedin.com/company/1217/,Vodafone,devops engineer,,Mar 2019,Jan 2021,23.0,Egypt,devops
bassant-sayed-714801187,https://www.linkedin.com/company/18318689/,Ideasgym,instructor,,Jan 2017,Aug 2018,20.0,Egypt,teaching
bassel-emad-76003878,https://www.linkedin.com/company/4803812/,Instinct Games,qa/qc engineer,Full-time,Dec 2021,Present,17.0,Egypt,QA
bassel-emad-76003878,https://www.linkedin.com/company/4827017/,Upwork,software qa engineer,Freelance,Nov 2021,Present,18.0,,QA
bassel-emad-76003878,https://www.linkedin.com/company/10309144/,Test IO,software test engineer,Freelance,Aug 2018,Jul 2019,12.0,,QA
bassel-emad-76003878,https://www.linkedin.com/company/2352724/,BugFinders,software test engineer,Freelance,Jul 2018,Apr 2019,10.0,,QA
bassem-desouki,https://www.linkedin.com/company/12632111/,DXwand,frontend engineer,Full-time,Jul 2022,Present,10.0,,front-end
bassem-desouki,https://www.linkedin.com/company/19044451/,Aqarito | عقاريتو,frontend developer,Full-time,Mar 2022,Jun 2022,4.0,"Cairo, Egypt",front-end
bassem-desouki,https://www.linkedin.com/company/4827017/,Upwork,frontend developer,Freelance,Feb 2019,Jan 2022,36.0,"Zagazig, Sharkia, Egypt",front-end
bassem-onsimos,https://www.linkedin.com/company/30766225/,GreySkies,software engineer,Full-time,Dec 2021,Present,17.0,United States,software
bassem-onsimos,https://www.linkedin.com/company/5217350/,Eventum IT Solutions,software engineer,Full-time,Dec 2021,Present,17.0,"Alexandria, Egypt",software
bassem-onsimos,https://www.linkedin.com/company/76533535/,Universal Tube and Packaging,front-end web developer,Freelance,Aug 2021,Sep 2021,2.0,"Cairo, Egypt",front-end
bassem-onsimos,https://www.linkedin.com/company/15832899/,AWASIS Science,full-stack web developer,Freelance,Mar 2021,Jun 2021,4.0,"Alexandria, Egypt",full-stack
bassem-onsimos,https://www.linkedin.com/company/28621919/,RMZtech,web developer,Internship,Jul 2020,Aug 2020,2.0,"Alexandria, Egypt",full-stack
bassemomar,https://www.linkedin.com/company/18850985/,Secomind.AI,android developer,Full-time,Jun 2022,Present,11.0,Remote,mobile
bassemomar,https://www.linkedin.com/company/861427/,Fiverr,android developer,Freelance,Jan 2021,Present,28.0,,mobile
bassent-abuzeid-28178b128,https://www.linkedin.com/company/1586/,Amazon,software engineer,Full-time,May 2021,Present,24.0,"Luxembourg, Luxembourg",software
bassent-abuzeid-28178b128,https://www.linkedin.com/company/3610041/,Incorta,software engineer,Full-time,Mar 2020,Mar 2021,13.0,"Alexandria, Egypt",software
bassent-abuzeid-28178b128,https://www.linkedin.com/company/1390098/,Softxpert,software engineer,Full-time,Jul 2019,Feb 2020,8.0,"Alexandria Governorate, Egypt",software
bassent-abuzeid-28178b128,https://www.linkedin.com/company/16194242/,Swift Future LLC,software engineer intern,Internship,Jul 2018,Aug 2018,2.0,"Alexandria Governorate, Egypt",software
bassent-abuzeid-28178b128,https://www.linkedin.com/company/10313926/,IEEE AlexSB,software development engineer volunteer,,Sep 2016,Aug 2017,12.0,"Alexandria Governorate, Egypt",software
belal-abdelnasser-04,https://www.linkedin.com/company/251772/,e-finance,data management engineer,Full-time,Mar 2023,Present,2.0,"Cairo, Egypt · Hybrid",data
belal-abdelnasser-04,https://www.linkedin.com/company/4827017/,Upwork,data analyst,Freelance,Jan 2021,Present,28.0,,data
belal-elgendy-328688113,https://www.linkedin.com/company/2669/,Valeo,embedded software developer,Full-time,Sep 2021,Present,20.0,"Cairo, Egypt",Embedded
belal-elgendy-328688113,https://www.linkedin.com/company/1425068/,Sidi Kerir Petrochemicals Co. (Sidpec),automation and instrumentation engineer,,Jul 2018,Sep 2021,39.0,Egypt,QA
belal-elgendy-328688113,https://www.linkedin.com/company/1847304/,JoVi Tronix,maintenance and software engineer,,Sep 2017,Jun 2018,10.0,Cairo,software
belal-elhossany-a9a851180,https://www.linkedin.com/company/31293/,EJADA,ai engineer,Full-time,Aug 2022,Present,9.0,"Cairo, Egypt · On-site",AI
belal-elhossany-a9a851180,https://www.linkedin.com/company/13206497/,COM-IoT Technologies,machine learning and lidar intern,Internship,Oct 2022,Dec 2022,3.0,"Cairo, Cairo, Egypt · Remote",AI
belal-elhossany-a9a851180,https://www.linkedin.com/company/70860624/,Master Micro,software development intern,Internship,Oct 2021,Feb 2022,5.0,Egypt,software
belal-elhossany-a9a851180,https://www.linkedin.com/company/75152961/,Cairo University Eco Racing Team,autonomous development head,,Jul 2020,Aug 2021,14.0,,AI
beshoy-samy-227855110,https://www.linkedin.com/company/34218660/,Via,senior software engineer,Full-time,Mar 2023,Present,2.0,Remote,software
