name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,phone,industry,companySize,headquarters,founded,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,specialties,error,isClaimable
upGrad,https://media.licdn.com/dms/image/C510BAQFmHphbCid3mA/company-logo_200_200/0/1548059996243?e=1691625600&v=beta&t=bVK7oc_pe66_vE3Vy-RgJDKlgO3qMsqruCXGkMQlE2s,https://media.licdn.com/dms/image/D561BAQGB-VyfoQcIPQ/company-background_10000/0/1675491411169?e=1683900000&v=beta&t=KYCDeoQqoaaqBLYfwS8P6c1enprihAq_Ozz8-NoMlqQ,"upGrad - started in 2015, is a pioneer in the online education revolution, focused on powering career success for a global workforce of over 1.3 billion. It is one of the few Integrated LifeLongLearning Tech Companies in the world, spanning the college learner to the working professional from the age group of 18 to 55+ years and across undergrad courses, campus & job-linked programs, studying abroad, short form to executive programs to Degrees, Master's and Doctoral, with a learner base of over 3 million across 100+ countries and over 300 university partners and robust enterprise business with a client base of 1000 companies worldwide.

upGrad’s Global Learning Engine rests on four pillars: (a) its large repository of original & owned content and IP, (b) its own best-in-class proprietary tech platform, (c) its high-touch human-led delivery service backed by coaches & mentors, and (d) an 85% course completion track record, backed by a further 80% career outcomes guaranteed performance. Already termed Asia’s higher EdTech leader it has offices in the UK, U.S., Middle East, India, Singapore & Vietnam, and a presence in many more countries",,666526.0,https://bit.ly/3PHsegm,https://bit.ly/3PHsegm,Mumbai,"Nishuvi Building, Ground Floor, Mumbai, 400018, IN",,E-Learning Providers,"10,001+ employees","Mumbai, Maharashtra",,9386799.0,9386799,https://www.linkedin.com/sales/company/9386799/,3570.0,upGrad,https://www.linkedin.com/company/9386799/,2023-05-05T13:30:09.229Z,https://www.linkedin.com/company/ueducation/,"Education Technology, Higher Education, University Education, E-Learning, Data Science, Machine Learning, Digital Marketing, Management, MBA, Software Development, Blockchain, Big Data, Artificial Intelligence, Education, Career Services, Learning and Development, Product Management, Law, DBA, Higher EdTech, EdTech, Online Higher EdTech, and Tech Courses",,
YouTube,https://media.licdn.com/dms/image/C4D0BAQEfoRsyU4yUzg/company-logo_200_200/0/1631053379295?e=1691625600&v=beta&t=c1Mt5wEghgW9XN5tJCCRhqAd98C5EbkS8DPUYHorOd0,https://media.licdn.com/dms/image/D4E1BAQH5Y2wp_QIaSg/company-background_10000/0/1682973083297?e=1683900000&v=beta&t=3n5nFAbemVUELpQ26qh4lQEbt8m49de-vl_wUkecG2c,"YouTube is a team-oriented, creative workplace where every single employee has a voice in the choices we make and the features we implement. We work together in small teams to design, develop, and roll out key features and products in very short time frames. Which means something you write today could be seen by millions of viewers tomorrow. And even though we’re a part of Google and enjoy all of the corporate perks, it still feels like you’re working at a startup.

YouTube is headquartered in San Bruno, California, 12 miles south of San Francisco. We also have many job openings in Mountain View, and across the globe",Like and Subscribe,2037432.0,http://www.youtube.com/jobs,youtube.com/jobs,San Bruno,"901 Cherry Ave., San Bruno, CA 94066, US",,"Technology, Information and Internet","1,001-5,000 employees","San Bruno, CA",,16140.0,16140,https://www.linkedin.com/sales/company/16140/,143794.0,YouTube,https://www.linkedin.com/company/16140/,2023-05-05T13:30:24.066Z,https://www.linkedin.com/company/youtube/,,,
eSpace,https://media.licdn.com/dms/image/C4E0BAQGKw9PQZSwLYw/company-logo_200_200/0/1616004314687?e=1691625600&v=beta&t=0hPSBRORHhwkoIdC6B7OCQTY2MFgLYMY4KJbanMaH5I,https://media.licdn.com/dms/image/C4E1BAQE60nnc86fO5w/company-background_10000/0/1616004550815?e=1683900000&v=beta&t=piBT1EPsV1UO6vp4bU-aTvUnwDIAC8sLcz_HtWdWPro,"For 20 years we’ve been helping businesses and organizations of every size and structure in digital transformation, improve their digital presence and their processes.",,14112.0,http://www.espace.com.eg,espace.com.eg,Alexandria,"696 Al-Horrya Avenue, Loran, Alexandria, Alexandria 21311, EG",,IT Services and IT Consulting,51-200 employees,"Alexandria, Alexandria",2000.0,221378.0,221378,https://www.linkedin.com/sales/company/221378/,143.0,eSpace,https://www.linkedin.com/company/221378/,2023-05-05T13:30:39.429Z,https://www.linkedin.com/company/espace/,"Ruby on Rails, Web Apps, Mobile Apps, Scalability, Big Data, Open Source, Online Marketing, Python, JS, Node.js, iOS, Android, and Devops",,
Digital Works Company,https://media.licdn.com/dms/image/C4D0BAQFTOBfGqrQZZA/company-logo_200_200/0/1546422577940?e=1691625600&v=beta&t=ibmTLcW-2QyQod6PoeN-dw5mtLygRQQyQf2tvZE3Sj0,https://media.licdn.com/dms/image/C561BAQEDxZgTXQn6AA/company-background_10000/0/1554218144309?e=1683900000&v=beta&t=9J6sYh0f_8pkfcL_HAWpPyYGUCNaAdXHwp_zjUAWfV0,"Digital Works’ DNA is based on continuous innovation and the development of new solutions, to push the boundaries of customer experience, optimizing business processes and designing innovative customer relation strategies.



With a range of solutions, Digital Works has a simple vocation : a quality service at the right price!

Digital Works has put innovation in the core of its operational strategy, through the implementation of a unique and exclusive technology worldwide. Combining human intelligence and artificial intelligence, Digital works offers optimal proactive service.

 

By your side, we design innovative solutions tailored to your business and to every step of the customer process, by providing a contact who will accompany you, from the deployment of the solution to its implementation.

","Digital Works, a galaxy of innovative solutions.",5728.0,https://digitalworksco.com/fr/accueil/,https://digitalworksco.com/fr/accueil,Rabat,"Place Abu Bakr Essedik, Rue Fall Ould Oumeir, Agdal , Rabat, 10000, MA",0666115216,Telecommunications,"1,001-5,000 employees","Rabat, Rabat-Salé",2015.0,10410998.0,10410998,https://www.linkedin.com/sales/company/10410998/,190.0,Digital Works Company,https://www.linkedin.com/company/10410998/,2023-05-05T13:30:59.000Z,https://www.linkedin.com/company/digital-works-group/,"Outsourcing, BPO, Digital, GSD, Monitoring, Contact Center, and Command Center",,
CAT Reloaded,https://media.licdn.com/dms/image/D4D0BAQFT8tqsQQsXqQ/company-logo_200_200/0/1682016574972?e=1691625600&v=beta&t=PD-wQFBZK7DV2YCquY0-TRtrUE0jtv7l4Fnt6xf_skM,https://media.licdn.com/dms/image/D4D1BAQHt2weVGurzNQ/company-background_10000/0/1677178171080?e=1683900000&v=beta&t=KxtciM-gHlvUNSw2_6JT5ChoR--wIVuXHSEoiRII0Pk,"CAT Reloaded is a Computer Assistance Team, originally founded in 1996 by Hesham El Sawi and was reloaded by a bunch of students in faculty of engineering, mansoura university.

Official Group: 
fb.com/groups/catreloaded.team

""CAT""​ Is a team going to be a non-profit foundation concentrated on Computer Science, and IT specially the Open Source technologies.

CAT Goals:

* Building a strong community of Engineers that raise the level of Computer Science and Engineering, and all related to them to compete the first world's countries, and to be superiors.
* Helping Egypt to raise with self-efforts to be on of the manufacturers of information technology in the world.

CAT is going more to serve the community and makes the community serve us to achieve our goals, by spreading advanced and basic education.

This happens by:

* Open source projects have an echo in the world.
* Courses.
* Technical contests.
* Helping in employment.
* Relations with local and global countries for getting fund.
* Different conferences Arab-wide and world wide.

On the humanitarian side,CAT is working through the use of technology to assist in repairing and fixing some problems that exist in Egypt, whether on short term or long term.

الكات فريق يتجه الى أن يكون مؤسسة غير هادفة للربح تتركز اهتماماته على علوم الكمبيوتر و ثقافة المصادر المفتوحة.


اهداف الكات:

* خلق مجتمع معلوماتي قوي من المهندسين يرتقي بمستوي هندسة الحاسبات و كل المتعلق بها لمستوى ينافس و يفوق دول العالم الأول ومساعدة مصر للنهوض بالجهود الذاتية لتصبح من الدول المصنعة لتكنولوجيا المعلومات فى العالم.

يتجه مجتمع الكات فى الفترة الأخيرة الى ان يخدم المجتمع وان يجعل المجتمع يخدمه لتحقيق أهدافه, عن طريق نشر التعليم المتقدم و الابتدائى.



فى الجانب الإنسانى, تعمل الكات من خلال استخدام التكنولوجيا على المساعدة فى إصلاح بعض المشاكل الموجودة فى مصر, سواء كانت على المدى القصير أو البعيد","""CAT"" Is a non-profit foundation focused on Computer Science and IT specially Open Source technologies.",2770.0,http://catreloaded.org,catreloaded.org,Mansoura,"Mansoura, El Daqahilyah  EG",,Software Development,201-500 employees,"Mansoura, El Daqahilyah",1996.0,13179685.0,13179685,https://www.linkedin.com/sales/company/13179685/,145.0,CAT Reloaded,https://www.linkedin.com/company/13179685/,2023-05-05T13:31:14.853Z,https://www.linkedin.com/company/cat-reloaded/,"open source, programming, web development, infrastructure, mobile, gaming, graphics, cyber security, and data science",,
iNNOTECH,https://media.licdn.com/dms/image/C4D0BAQH-fY9xAH5ZFw/company-logo_200_200/0/1642601447407?e=1691625600&v=beta&t=15gUJqe0Ia4qItGDbiSIwrr40mDxx-kEjpq5x5U9H9g,https://media.licdn.com/dms/image/C4D1BAQFWgNoooaIRpg/company-background_10000/0/1553641178357?e=1683900000&v=beta&t=2A9aFuAdRAZEUujGTGsSLzNFrA1Ocsb-tFvS9rXvdPw,"iNNOTECH is a pioneer company in information technology and information systems in Egypt. iNNOTECH presents innovative software solutions specializing in the field of web and cloud technologies, Solutions of web design and development, application development and much more.",InnoTech Egypt,303.0,http://www.innotech.com.eg/,innotech.com.eg,Tanta,"Infront of Misr Islamic Banque, Al Fateh st., Tanta, Al Ghariybah  EG",040 3335102,IT Services and IT Consulting,11-50 employees,"Tanta, Al Ghariybah",2009.0,14020722.0,14020722,https://www.linkedin.com/sales/company/14020722/,20.0,iNNOTECH,https://www.linkedin.com/company/14020722/,2023-05-05T13:31:31.773Z,https://www.linkedin.com/company/innotech-egypt/,"Cloud ERP, Web Design, Hosting, Mail Servers, Software Development, and Security",,
,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/10640867/,2023-05-05T13:31:57.412Z,,,Unavailable company,
Careem,https://media.licdn.com/dms/image/C560BAQECakFb5lj_aw/company-logo_200_200/0/1606036699836?e=1691625600&v=beta&t=fq5lVFWLhbRSzeCSWnkDvA0BQGvuRQntXmOe7os07WQ,https://media.licdn.com/dms/image/D4D1BAQHvryRiPgIK0A/company-background_10000/0/1671821517272?e=1683900000&v=beta&t=VS2PGnHPEBpCylO4nvo7igEa7qB8xF9g8Q5W9pPkTvU,"At Careem, we are driven by the purpose of simplifying the lives of people and building an awesome organisation that inspires. Based in Dubai, we started our journey as a pioneer of the Middle East’s ride-hailing economy. Today, Careem is the region’s everyday Super App operational in 13 countries and over 100 cities. The Super App provides a host of daily services that people need to move around, to order things and to transfer money in one unified smartphone app. Our goal is to simplify people’s daily lives so that they can spend their precious time and mindshare on things that really matter and on realizing their potential. 

Careem is powered by awesome people. Our people are purpose-aligned and values-oriented. They are excited by the purpose of simplifying lives and building a lasting institution in the region, and live by our core values of shooting for the moon, being of service, and acting like owners. We thrive on diversity, and welcome people of all backgrounds who can subscribe to our purpose can live by our values, and have what it takes to build an institution that will inspire and last for decades and centuries to come. 

In January 2020, Careem became a wholly-owned subsidiary of Uber Technologies, Inc. www.careem.com","Everyday life, made simple. 😉",405456.0,http://www.careem.com,careem.com,Dubai,"Shatha Tower, Dubai, AE",,IT Services and IT Consulting,"1,001-5,000 employees",,2012.0,2852511.0,2852511,https://www.linkedin.com/sales/company/2852511/,4959.0,Careem,https://www.linkedin.com/company/2852511/,2023-05-05T13:32:16.935Z,https://www.linkedin.com/company/careem/,"transportation, technology, and logistics",,
Noqood Holding,https://media.licdn.com/dms/image/C4D0BAQE0yc98J_d7MA/company-logo_200_200/0/1640692967987?e=1691625600&v=beta&t=1GmOgobiGWWY_aBpioKgpi1WEQ-Dknde7aQq3mpcXg4,https://media.licdn.com/dms/image/C4D1BAQE-7-X98TbtpQ/company-background_10000/0/1640692834491?e=1683900000&v=beta&t=MiJ94gxm1OjRVZM5af2fGTbMDP6axP_fbbWHnaf9Urw,"Noqood Holding, headquartered in Cairo, Egypt, was founded in July 2021 by a team of seasoned experts in the Financial and Technology industries, with the main objective of offering smart, personalized, and tech-enabled financial solutions to end-users. Bringing the best of both the Business and Technology worlds, we bootstrapped our way into becoming a leader in the Egyptian Fintech space, providing 4 subsidiaries to diversify customers’ portfolios and positioning ourselves as a hub for unique financial innovations and top-notch calibers. We started as a team of 3 co-founders, and now we have grown into a family of 60+ members!

 

Noqood Holding's Subsidiaries:

-KashNow: It allows companies to automate and digitize their most common financial processes. It provides 5 main capabilities through a robust, scalable, and secure mobile interface. KashNow targets B2B2C and B2C.

 

-Noqood Digital Payments: Eases the process of making and receiving payments, reducing cash flow burdens, and supporting day-to-day financial operations. With Noqood Digital Payments, our corporate clients have access to various payment solutions well-suited to any industry or field, they will help you to achieve all of this and more.

 

-Noqood Digital Solutions: It has a very capable and talented software house of young and top-notch calibers. Currently, the team consists of 20+ developers responsible for building our own Noqood digital financial services and robust integrations with external entities.

 

-Noqood Finance: It aims to foster small and medium enterprises in Egypt through financial investments and advisory services and, thus, help boost our emerging economy.",Innovation Fortune,3945.0,https://www.noqoodholding.com/,https://noqoodholding.com,Cairo,"Ankara, Cairo Complex Mall,, Cairo, Sheraton Headquarters, EG",15854,Financial Services,51-200 employees,"Cairo, Sheraton",2021.0,80155268.0,80155268,https://www.linkedin.com/sales/company/80155268/,50.0,Noqood Holding,https://www.linkedin.com/company/80155268/,2023-05-05T13:32:40.885Z,https://www.linkedin.com/company/noqood-holding/,"FINTech, Microfinance, Consumer Finance, and Investment",,
Eqraatech - اقرأ-تِك,https://media.licdn.com/dms/image/D4D0BAQEWP4WrRptgKw/company-logo_200_200/0/1682460473529?e=1691625600&v=beta&t=jy-O7kb1bGckgyxIttkFbBsGfIHjPay48dKkfAx0vYE,https://media.licdn.com/dms/image/D4D1BAQHqCJHWoR1vDQ/company-background_10000/0/1682460272476?e=1683900000&v=beta&t=7W6pd-5eao-plwvg81MDWYnsdfAeGy0ikydzrx7AfuU,"نهدف لإثراء المحتوي التقني العربي و تشجيع المبرمجين العرب علي القراءة بلغتهم الأم و التفكير أيضًا بها , فنناقش كل ما يتعلق بتطوير البرمجيات الصغيرة منها و الكبيرة جدًا.

انضم لرحلة تعّلم تقنية و عربية ممتعة!",منصة عربية تهدف لإثراء المحتوي التقني العربي وتشجيع المبرمجين علي القراءة والتعلم بلغتهم الأم,380.0,https://eqraatech.com/,https://eqraatech.com,Cairo,"Cairo,   EG",,E-Learning Providers,2-10 employees,,2023.0,93845528.0,,https://www.linkedin.com/sales/company/93845528/,,Eqraatech - اقرأ-تِك,https://www.linkedin.com/company/93845528/,2023-05-05T13:32:59.297Z,https://www.linkedin.com/company/eqraatechcom/,"Software Engineering, Computer Science, System Design, Distributed Systems, Backend Development, Front End Development, and Design Patterns",,
